Nome,Ano de entrada em operação,Tensão (kV),Agente,OBJECTID,Longitude,Latitude,x,y
SE Guarulhos,1963,345,FURNAS - Furnas Centrais Elétricas S.A.,172,-46.58539555,-23.44235809,-46.58539554699996,-23.442358094999975
SE Guilman-Amorim,1997,"230/13,8",GUILMAN/AMORI - Consórcio GUILMAN/AMORIM,173,-42.9236135,-19.67501729,-42.923613504999935,-19.67501728899998
SE Gurupi,1999,500,FURNAS - Furnas Centrais Elétricas S.A.,174,-49.01182668,-11.73586458,-49.01182667599994,-11.73586458099993
SE Henry Borden,1956,"230/13,8",EMAE - Empresa Metropolitana de Águas e Energia S.A,175,-46.450684,-23.877686,-46.45068399999997,-23.877685998999937
SE Ibicoara,2003,500/230/138,TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A,176,-41.373901,-13.438904,-41.37390099999993,-13.43890399999998
SE Ibiporã,-,"230/138/34,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,177,-51.07697604,-23.29175565,-51.076976042999945,-23.29175565099996
SE Ibiúna,1984,600/500/345/20,FURNAS - Furnas Centrais Elétricas S.A.,178,-47.104748,-23.667023,-47.10474799999997,-23.667022998999983
SE Icó,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,179,-38.881373,-6.409152,-38.88137299999994,-6.409151999999949
SE Igaporã III,2015,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,180,-42.6126938,-13.98421936,-42.61269380099998,-13.984219361999976
SE UHE Ilha Solteira,1973,"440/138/14,4/13,8",RPE - RIO PARANÁ ENERGIA,181,-51.37037993,-20.38132593,-51.37037992599994,-20.381325927999967
SE Imperatriz,-,230/500,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE,182,-47.44402696,-5.49254467,-47.44402696299994,-5.49254467399993
SE Integradora,2008,230,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,183,-50.02190097,-6.43851664,-50.021900966999965,-6.438516636999964
SE Interlagos,-,345/230,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,184,-46.68141935,-23.71008661,-46.68141935299997,-23.710086606999937
SE Ipatinga 1,1971,"230/13,8",CEMIG - Companhia Energética de Minas Gerais,185,-42.55767628,-19.43883997,-42.55767627599994,-19.438839971999982
SE Irapé,2005,345/230,TRANSLESTE - COMPANHIA TRANSLESTE DE TRANSMISSÃO,186,-42.57143828,-16.72978823,-42.57143828399995,-16.729788226999972
SE Irecê,-,"230/138/69/13,8",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,187,-41.80795987,-11.30877887,-41.807959867999955,-11.308778874999973
SE Itá,-,525,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,188,-52.40584444,-27.27305833,-52.40584444399997,-27.273058332999938
SE Itabaiana,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,189,-37.4560817,-10.66218388,-37.45608169899998,-10.662183883999944
SE Itaberá,1982,750,FURNAS - Furnas Centrais Elétricas S.A.,190,-49.13202001,-23.95131071,-49.13202001099995,-23.951310710999962
SE Itabira 2,-,"230/69/13,8",CEMIG - Companhia Energética de Minas Gerais,191,-43.19970266,-19.59522559,-43.19970266399997,-19.595225588999938
SE Itabira 4,2013,230,CEMIG - Companhia Energética de Minas Gerais,192,-43.28551224,-19.602629,-43.28551224199998,-19.602629003999937
SE Ouro Preto 2,1988,500/345/138,CEMIG - Companhia Energética de Minas Gerais,193,-43.758301,-20.297791,-43.75830099999996,-20.29779099899997
SE Itabirito 2,2014,500/345,MONTES CLAROS - LINHAS DE TRANSMISSAO DE MONTES CLAROS LTDA,194,-43.784726,-20.328156,-43.78472599999998,-20.32815599999998
SE Itacaiúnas,2008,500/230,ATE III - ATE III TRANSMISSORA DE ENERGIA S.A.,195,-49.14727671,-5.45626792,-49.147276713999986,-5.456267923999974
SE Itajaí,2002,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,196,-48.78150492,-26.97316206,-48.781504918999985,-26.973162059999936
SE Itajubá 3,2002,500/138,CEMIG - Companhia Energética de Minas Gerais,197,-45.51578569,-22.46815018,-45.51578569199995,-22.468150176999927
SE Itapaci,-,230/69,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,198,-49.52373375,-14.94428676,-49.52373375399998,-14.94428675599994
SE Itapeti,-,"345/230/88/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,199,-46.17655686,-23.54732483,-46.17655686399996,-23.54732483199996
SE Itararé II,-,230/138,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,200,-49.31276398,-24.10246633,-49.31276398499995,-24.10246633199995
SE Itatiba,2012,500/138,TRANSENERGIA SP - Transenergia São Paulo S.A.,201,-46.90500307,-22.95702278,-46.905003068999974,-22.957022783999946
SE Itaúba,1978,"230/13,8",CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,202,-53.23378624,-29.26047691,-53.23378624399999,-29.26047690799993
SE Itiquira,2002,"230/13,8",ITIQUIRA - Itiquira Energética S/A,203,-54.87486094,-17.07958671,-54.87486094199994,-17.07958671299997
SE UHE Itumbiara,1980,500/345/230,FURNAS - Furnas Centrais Elétricas S.A.,204,-49.1141363,-18.40721994,-49.11413630299995,-18.40721994499995
SE Itutinga,1967,345,FURNAS - Furnas Centrais Elétricas S.A,205,-44.62914427,-21.29615293,-44.62914426899994,-21.296152925999934
SE Ivaiporã,-,525,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,206,-51.67742708,-24.43101707,-51.67742707899998,-24.43101706899995
SE Ivaiporã,1982,750,FURNAS - Furnas Centrais Elétricas S.A.,207,-51.67408781,-24.4205869,-51.67408780899996,-24.420586895999975
SE Ivinhema 2,2011,230/138,BRILHANTE - Brilhante Transmissora de Energia Ltda,208,-53.57488709,-22.41790537,-53.57488708899996,-22.417905365999957
SE Jacaracanga,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,209,-38.48269123,-12.69696083,-38.482691227999965,-12.696960829999966
SE Jacarepaguá,1967,345/138,FURNAS - Furnas Centrais Elétricas S.A.,210,-43.42125895,-22.92410224,-43.42125895099997,-22.92410223899998
SE Jaguara,-,500/345,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,211,-47.43826803,-20.01284936,-47.438268025999946,-20.012849363999976
SE Jaguariaíva,1993,"230/138/69/34,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,212,-49.69457105,-24.23384154,-49.69457105099997,-24.233841535999943
SE Janaúba 3,2020,500/230,MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,213,-43.32577268,-15.92344517,-43.32577268099993,-15.923445165999965
SE Jandira,2012,440/88,IESJ - Interligação Elétrica Serra do Japi S.A.,214,-46.906601,-23.563037,-46.90660099999997,-23.563036998999962
SE Jardim,-,500/230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,215,-37.15034521,-10.8827808,-37.15034521399997,-10.882780803999935
SE Jaru,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,216,-62.45444186,-10.42327359,-62.45444186499998,-10.42327359099994
SE Jataí,2012,230/138,TRANSENER RENOVAVEL - Transenergia Renovável S.A.,217,-52.09103102,-17.78605461,-52.09103101599993,-17.786054613999966
SE Jauru,2003,500/230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,218,-58.83109693,-15.38133648,-58.83109693399996,-15.381336481999938
SE Jeceaba,2010,345/33,CEMIG - Companhia Energética de Minas Gerais,219,-43.97012114,-20.58341461,-43.970121140999936,-20.583414606999952
SE Ji-Paraná,-,230/138/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,220,-61.8944101,-10.86211644,-61.894410102999984,-10.86211643799993
SE João Camara II,2014,230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,221,-35.87485436,-5.30244556,-35.87485435899998,-5.3024455589999775
SE João Camara III,2014,500,ETN - EXTREMOZ TRANSMISSORA DO NORDESTE,222,-35.8861998,-5.38031869,-35.88619979599997,-5.380318689999967
SE Joinville Norte,2009,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,223,-48.90116618,-26.25183066,-48.90116617799998,-26.25183065799996
SE Joinville,-,230/138/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,224,-48.8875742,-26.29152065,-48.88757419799998,-26.29152064699997
SE Jorge Lacerda A,1965,230/138/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,225,-48.96993076,-28.45103525,-48.96993075599994,-28.451035254999965
SE Jorge Lacerda B,1979,230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,226,-48.97056823,-28.45604273,-48.97056823499997,-28.45604272999998
SE Jorge Teixeira,2014,"230/138/13,8",AMAZONAS GT - AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA SA,227,-59.89630127,-3.02069092,-59.89630126999998,-3.020690917999957
SE Juazeiro II,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,228,-40.47660697,-9.48105512,-40.47660696699995,-9.48105511999995
SE Juazeiro III,2016,500/230,ODOYA - ODOYA TRANSMISSORA DE ENERGIA S A,229,-40.51936608,-9.48667469,-40.51936608099993,-9.486674686999947
SE Juiz de Fora 1,1966,"345/138/13,8",CEMIG - Companhia Energética de Minas Gerais,230,-43.40277268,-21.7111134,-43.40277268199998,-21.711113401999967
SE Jupiá,1969,440/138,RPE - RIO PARANÁ ENERGIA,231,-51.633058,-20.783105,-51.63305799999995,-20.78310499899993
SE Jurumirim,1962,230/138,DUKE ENERGY - Duke Energy Internacional - Geração Paranapanema,232,-49.2303084,-23.20856086,-49.23030839799998,-23.208560859999977
SE Jurupari,2013,500/230,XINGU TRA - LINHAS DE XINGU TRANSMISSORA DE ENERGIA SA,233,-52.7659,-1.5524,-52.76589999999993,-1.5523999999999774
SE Lages,2007,230/138,STC - STC - Sistema de Transmissão Catarinense S.A.,234,-50.33740375,-27.75630147,-50.33740375399998,-27.756301467999947
SE Lagoa Vermelha 2,2005,230/138,ETAU - EMPRESA DE TRANSMISSÃO DO ALTO DO URUGUAI S/A,235,-51.52300672,-28.18543726,-51.523006717999976,-28.185437262999983
SE Lajeado,2001,500/230,INVESTCO - Investco S.A,236,-48.366868,-9.747198,-48.366867999999954,-9.747197999999969
SE Lajeado Grande,2003,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,237,-50.55684314,-28.99062877,-50.55684313799998,-28.990628774999948
SE Lajeado 2,-,"230/69/13,8",CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,238,-51.98447215,-29.46531939,-51.98447214999993,-29.46531939299996
SE Laranjal,2014,230/69,MACAPA TRA - LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA SA,239,-52.48226008,-0.81196887,-52.48226008299997,-0.8119688679999513
SE Lechuga,2013,500/230/138,MANAUS TR - MANAUS TRANSMISSORA DE ENERGIA S.A,240,-60.01462762,-2.92023876,-60.014627624999946,-2.920238764999965
SE Livramento 2,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,241,-55.54278564,-30.86218262,-55.54278564499998,-30.862182615999984
SE Londrina (ESUL),-,525/230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,242,-51.14103089,-23.46318446,-51.14103088999997,-23.463184463999937
SE Lucas do Rio Verde,2012,"230/138/13,8",ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,243,-55.93013189,-13.01051913,-55.93013189399994,-13.010519132999946
SE Luiz Gonzaga,1988,500,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,244,-38.3051399,-9.14464673,-38.30513990199995,-9.144646727999941
SE Luziânia,2008,500/138,SMTE - Serra da Mesa Transmissora de Energia S/A.,245,-47.83192545,-16.34908633,-47.83192545299994,-16.34908632799994
SE Macaé Merchant,2001,345/138,FURNAS - Furnas Centrais Elétricas S.A.,246,-41.87297084,-22.30534993,-41.87297083999994,-22.305349933999935
SE Macapá,2014,230/69,MACAPA TRA - LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA SA,247,-51.12166667,0.09833333,-51.12166666699994,0.09833333300002778
SE Maçambará,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,248,-56.06652832,-29.15118408,-56.066528319999975,-29.15118408099994
SE Macéio II,2019,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,249,-35.75023216,-9.52876608,-35.75023215699997,-9.528766081999947
SE Machadinho,2001,500,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,250,-51.78964472,-27.52739494,-51.789644719999956,-27.52739493699994
SE Manaus,-,230/69,AMAZONAS GT - AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA SA,251,-59.99139404,-3.08148193,-59.99139404299996,-3.0814819329999636
SE Marabá,-,500/230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,252,-49.02405749,-5.1991066,-49.02405748999996,-5.1991066029999615
SE Marechal Rondon,2016,440/138,MRTE - MARECHAL RONDON TRANSMISSORA DE ENERGIA SA,253,-51.63876991,-20.79630312,-51.638769914999955,-20.796303123999962
SE UHE Marimbondo,1975,500/345,FURNAS - Furnas Centrais Elétricas S.A.,254,-49.203491,-20.301208,-49.203490999999985,-20.301207998999928
SE Marimbondo 2,2016,500,GTE - Guaraciaba Transmissora de Energia S A,255,-49.22214429,-20.25366976,-49.222144285999946,-20.25366976199996
SE Maringá,1984,"230/138/34,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,256,-51.98715075,-23.44835399,-51.987150747999976,-23.448353985999972
SE Marituba,2020,500/230/69,MARITUBA - MARITUBA TRANSMISSÃO DE ENERGIA S A,257,-48.3623045,-1.41081796,-48.36230449999994,-1.4108179629999427
SE Marmeleiro 2,2014,525,TSLE - TRANSMISSORA SUL LITORÂNEA DE ENERGIA S.A.,258,-52.99058867,-33.13970621,-52.990588672999934,-33.139706211999965
SE Mascarenhas,2006,230/138,EVRECY - EVRECY PARTICIPAÇÕES LTDA,259,-40.91866832,-19.50326076,-40.91866831699997,-19.503260758999943
SE Marechal Mascarenhas de Morais (Peixoto),1956,345/138,FURNAS - Furnas Centrais Elétricas S.A.,260,-47.06944722,-20.28619167,-47.06944722199995,-20.28619166599998
SE Matatu,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,261,-38.483027,-12.97754422,-38.48302699899995,-12.97754421999997
SE Mesquita,-,500/230,CEMIG - Companhia Energética de Minas Gerais,262,-42.54793831,-19.4167229,-42.54793831499995,-19.416722901999947
SE Messias,-,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,263,-35.84227026,-9.40220245,-35.84227026399998,-9.402202450999937
SE Miguel Reale,-,345/88/20,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,264,-46.62527966,-23.56245204,-46.62527966499994,-23.56245204399994
SE Milagres,-,500/230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,265,-38.93740634,-7.30701822,-38.93740633799996,-7.307018220999964
SE Milton Fornasaro,-,345/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,266,-46.75195278,-23.52819444,-46.751952777999975,-23.52819444399995
SE Miracema,-,500/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,267,-48.52067209,-9.54154584,-48.52067209299997,-9.541545840999959
SE Miranda II,-,500/230/138/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,268,-44.53500234,-3.56616574,-44.53500234499995,-3.5661657409999634
SE Mirassol II,2011,440/138,IEP - INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A,269,-49.50216156,-20.86702287,-49.50216156199997,-20.86702287399993
SE Mirueira,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,270,-34.89127586,-7.95504627,-34.89127585699998,-7.955046272999937
SE Mirueira II,2016,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,271,-34.89181718,-7.95611108,-34.89181718399993,-7.95611108199995
SE Mogi,-,230/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,272,-46.181981,-23.548427,-46.18198099999995,-23.548426998999958
SE Mogi das Cruzes,1964,345/230,FURNAS - Furnas Centrais Elétricas S.A.,273,-46.16960562,-23.50368296,-46.16960562299994,-23.50368296399995
SE Mogi Mirim 3,-,440/138,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,274,-47.06559364,-22.41989674,-47.065593640999964,-22.419896737999977
SE Monte Claro,2004,230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,275,-51.53556713,-29.01318048,-51.53556712999995,-29.013180475999945
SE Montes Claros 2,1973,345/138,CEMIG - Companhia Energética de Minas Gerais,276,-43.82480159,-16.67025681,-43.82480158799996,-16.670256811999934
SE Morro Agudo,2017,500/138,CPFL TRA MORRO AGUDO - CPFL TRANSMISSÃO MORRO AGUDO SA,277,-48.15562587,-20.8651,-48.15562587299996,-20.865099998999938
SE Morro do Chapéu II,2017,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,278,-41.3967886,-11.71392078,-41.39678860499998,-11.713920779999967
SE Mossoró II,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,279,-37.35009432,-5.14948604,-37.350094318999936,-5.149486035999928
SE Mussuré II,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,280,-34.89384289,-7.18166778,-34.89384289499998,-7.181667777999962
SE N.S. do Socorro,2019,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,281,-37.14641926,-10.87531417,-37.14641926199994,-10.875314171999946
SE Narandiba,2011,230/69,SE NARANDIBA - SE NARANDIBA S.A.,282,-38.44505705,-12.95394385,-38.445057049999946,-12.953943848999927
SE Natal II,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,283,-35.23965833,-5.808925,-35.239658332999966,-5.808924999999931
SE Neves 1,1979,"500/345/138/13,8",CEMIG - Companhia Energética de Minas Gerais,284,-44.10351562,-19.82348633,-44.10351562499994,-19.823486327999944
SE Nilo Peçanha,1953,230/138,LIGHT GT - LIGHT ENERGIA S.A,285,-43.86391818,-22.69079544,-43.86391818399994,-22.69079543999993
SE Niquelândia,1999,230/69,FURNAS - Furnas Centrais Elétricas S.A.,286,-48.48985563,-14.47261983,-48.48985562599995,-14.47261982699996
SE Nobres,2001,230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,287,-56.29717073,-14.7251351,-56.29717072699998,-14.725135100999978
SE Nordeste,-,345/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,288,-46.38129032,-23.45421595,-46.38129031999995,-23.454215947999955
SE Norte,-,345/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,289,-46.558311,-23.483141,-46.55831099999995,-23.483140998999943
SE Nova Era 2,-,230,CEMIG - Companhia Energética de Minas Gerais,290,-43.04707616,-19.70394314,-43.04707616199994,-19.703943140999968
SE Nova Iguaçu,2017,500/345/138,LTTE - Linhas de Taubaté Transmissora de Energia,291,-43.53933647,-22.75358373,-43.539336470999956,-22.75358373199998
SE Nova Mutum,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,292,-56.07606179,-13.82825108,-56.07606178699996,-13.828251082999941
SE Nova Ponte,1988,500,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,293,-47.700091,-19.134348,-47.700090999999986,-19.134347998999942
SE Nova Porto Primavera,2006,440/230,PORTO PRIMAVERA - Porto Primavera Transmissora de Energia S/A.,294,-52.96498536,-22.48783798,-52.96498535699993,-22.487837982999963
SE Nova Prata 2,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,295,-51.61324676,-28.80686381,-51.61324675599997,-28.806863805999967
SE Nova Santa Rita,2006,525/230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,296,-51.33536914,-29.82313659,-51.33536913599994,-29.823136588999944
SE Oeste,-,440/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,297,-47.41220688,-23.44724098,-47.41220688299995,-23.44724098499995
SE Olindina,-,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,298,-38.38412132,-11.31801237,-38.38412132299993,-11.318012374999967
SE Onça Puma,-,230/138,OURILANDIA - OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S.A.,299,-51.09179724,-6.57675094,-51.09179723899996,-6.576750939999954
SE Oriximiná,2013,"500/230/138/15,5",MACAPA TRA - LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA SA,300,-55.7239006,-1.58292015,-55.72390060299995,-1.5829201469999248
SE Padre Fialho,2013,345/138/20,MONTES CLAROS - LINHAS DE TRANSMISSAO DE MONTES CLAROS LTDA,301,-42.35791657,-20.35402005,-42.35791656899994,-20.354020050999964
SE Palhoça (ELETROSUL),-,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,302,-48.69118056,-27.64137778,-48.69118055599995,-27.641377776999946
SE Palmas,2019,230/138,MIRACEMA - MIRACEMA TRANSMISSORA DE ENERGIA ELETRICA S/A,303,-48.29459923,-10.17708677,-48.29459923099995,-10.177086771999939
SE Palmeiras,1996,230/69,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,304,-49.94090445,-16.78428686,-49.94090444999995,-16.784286863999966
